entry_id,persona_id,t_index,date,dimension,persisted_label,consensus_label,confidence_tier,consensus_agreement,label_changed,pass_1_label,pass_2_label,pass_3_label,pass_4_label,pass_5_label
2d928d8a__7,2d928d8a,7,2025-03-08,power,0,0,unanimous,5,false,0,0,0,0,0
2d928d8a__8,2d928d8a,8,2025-03-13,power,0,0,unanimous,5,false,0,0,0,0,0
2d928d8a__9,2d928d8a,9,2025-03-14,power,0,0,unanimous,5,false,0,0,0,0,0
2d928d8a__10,2d928d8a,10,2025-03-14,power,0,0,unanimous,5,false,0,0,0,0,0
2d928d8a__11,2d928d8a,11,2025-03-14,power,0,0,unanimous,5,false,0,0,0,0,0
2da4f100__0,2da4f100,0,2025-01-23,power,0,0,unanimous,5,false,0,0,0,0,0
2da4f100__1,2da4f100,1,2025-01-29,power,0,0,unanimous,5,false,0,0,0,0,0
2da4f100__2,2da4f100,2,2025-02-04,power,1,1,strong,4,false,1,1,0,1,1
2da4f100__3,2da4f100,3,2025-02-09,power,0,0,unanimous,5,false,0,0,0,0,0
2da4f100__4,2da4f100,4,2025-02-09,power,0,0,unanimous,5,false,0,0,0,0,0
2da4f100__5,2da4f100,5,2025-02-15,power,1,1,unanimous,5,false,1,1,1,1,1
2da4f100__6,2da4f100,6,2025-02-19,power,0,0,unanimous,5,false,0,0,0,0,0
2da4f100__7,2da4f100,7,2025-02-19,power,0,0,unanimous,5,false,0,0,0,0,0
2da4f100__8,2da4f100,8,2025-02-25,power,1,1,unanimous,5,false,1,1,1,1,1
2da4f100__9,2da4f100,9,2025-03-02,power,0,0,unanimous,5,false,0,0,0,0,0
2da4f100__10,2da4f100,10,2025-03-08,power,0,0,unanimous,5,false,0,0,0,0,0
2e6270bb__0,2e6270bb,0,2025-12-07,power,1,1,unanimous,5,false,1,1,1,1,1
2e6270bb__1,2e6270bb,1,2025-12-13,power,0,0,unanimous,5,false,0,0,0,0,0
2e6270bb__2,2e6270bb,2,2025-12-13,power,-1,0,bare_majority,3,true,0,-1,1,0,0
2e6270bb__3,2e6270bb,3,2025-12-16,power,0,1,bare_majority,3,true,1,0,1,0,1
2e6270bb__4,2e6270bb,4,2025-12-16,power,-1,-1,bare_majority,3,false,0,-1,0,-1,-1
2e6270bb__5,2e6270bb,5,2025-12-20,power,1,0,bare_majority,3,true,0,1,1,0,0
2e6270bb__6,2e6270bb,6,2025-12-25,power,0,-1,bare_majority,2,true,1,0,0,-1,-1
2e6270bb__7,2e6270bb,7,2025-12-25,power,0,0,unanimous,5,false,0,0,0,0,0
2e6270bb__8,2e6270bb,8,2025-12-28,power,-1,1,bare_majority,3,true,1,-1,1,-1,1
2e6270bb__9,2e6270bb,9,2026-01-04,power,1,0,strong,4,true,0,1,0,0,0
344ea8f7__0,344ea8f7,0,2025-11-07,power,0,0,unanimous,5,false,0,0,0,0,0
344ea8f7__1,344ea8f7,1,2025-11-11,power,0,0,unanimous,5,false,0,0,0,0,0
344ea8f7__2,344ea8f7,2,2025-11-13,power,0,0,unanimous,5,false,0,0,0,0,0
344ea8f7__3,344ea8f7,3,2025-11-13,power,0,0,unanimous,5,false,0,0,0,0,0
344ea8f7__4,344ea8f7,4,2025-11-20,power,0,0,unanimous,5,false,0,0,0,0,0
344ea8f7__5,344ea8f7,5,2025-11-20,power,0,0,unanimous,5,false,0,0,0,0,0
344ea8f7__6,344ea8f7,6,2025-11-23,power,0,0,unanimous,5,false,0,0,0,0,0
344ea8f7__7,344ea8f7,7,2025-11-27,power,0,0,unanimous,5,false,0,0,0,0,0
344ea8f7__8,344ea8f7,8,2025-12-02,power,0,0,unanimous,5,false,0,0,0,0,0
3a3b15e4__0,3a3b15e4,0,2025-05-29,power,0,0,unanimous,5,false,0,0,0,0,0
3a3b15e4__1,3a3b15e4,1,2025-06-03,power,0,0,unanimous,5,false,0,0,0,0,0
3a3b15e4__2,3a3b15e4,2,2025-06-10,power,0,0,unanimous,5,false,0,0,0,0,0
3a3b15e4__3,3a3b15e4,3,2025-06-10,power,0,0,unanimous,5,false,0,0,0,0,0
3a3b15e4__4,3a3b15e4,4,2025-06-12,power,0,0,unanimous,5,false,0,0,0,0,0
3a3b15e4__5,3a3b15e4,5,2025-06-15,power,0,0,unanimous,5,false,0,0,0,0,0
3a3b15e4__6,3a3b15e4,6,2025-06-17,power,0,0,unanimous,5,false,0,0,0,0,0
3a3b15e4__7,3a3b15e4,7,2025-06-18,power,0,0,unanimous,5,false,0,0,0,0,0
3a3b15e4__8,3a3b15e4,8,2025-06-19,power,0,0,unanimous,5,false,0,0,0,0,0
3a3b15e4__9,3a3b15e4,9,2025-06-19,power,0,0,unanimous,5,false,0,0,0,0,0
3a3b15e4__10,3a3b15e4,10,2025-06-22,power,0,0,unanimous,5,false,0,0,0,0,0
3a517a79__0,3a517a79,0,2025-12-22,power,0,0,unanimous,5,false,0,0,0,0,0
3a517a79__1,3a517a79,1,2025-12-28,power,0,0,unanimous,5,false,0,0,0,0,0
3a517a79__2,3a517a79,2,2025-12-29,power,0,0,unanimous,5,false,0,0,0,0,0
3a517a79__3,3a517a79,3,2025-12-31,power,0,0,unanimous,5,false,0,0,0,0,0
3a517a79__4,3a517a79,4,2025-12-31,power,0,0,unanimous,5,false,0,0,0,0,0
3a517a79__5,3a517a79,5,2026-01-07,power,0,0,unanimous,5,false,0,0,0,0,0
3a517a79__6,3a517a79,6,2026-01-13,power,0,0,unanimous,5,false,0,0,0,0,0
3a517a79__7,3a517a79,7,2026-01-13,power,0,0,unanimous,5,false,0,0,0,0,0
3a517a79__8,3a517a79,8,2026-01-17,power,0,0,unanimous,5,false,0,0,0,0,0
3b836198__0,3b836198,0,2025-07-19,power,-1,-1,unanimous,5,false,-1,-1,-1,-1,-1
3b836198__1,3b836198,1,2025-07-21,power,1,1,unanimous,5,false,1,1,1,1,1
3b836198__2,3b836198,2,2025-07-27,power,1,0,unanimous,5,true,0,0,0,0,0
3b836198__3,3b836198,3,2025-08-02,power,1,1,unanimous,5,false,1,1,1,1,1
3b836198__4,3b836198,4,2025-08-02,power,1,1,unanimous,5,false,1,1,1,1,1
3b836198__5,3b836198,5,2025-08-04,power,1,-1,unanimous,5,true,-1,-1,-1,-1,-1
3b836198__6,3b836198,6,2025-08-08,power,1,1,unanimous,5,false,1,1,1,1,1
3b8b0795__0,3b8b0795,0,2025-04-09,power,0,0,strong,4,false,-1,0,0,0,0
3b8b0795__1,3b8b0795,1,2025-04-15,power,0,0,unanimous,5,false,0,0,0,0,0
3b8b0795__2,3b8b0795,2,2025-04-19,power,0,0,unanimous,5,false,0,0,0,0,0
3b8b0795__3,3b8b0795,3,2025-04-21,power,0,0,unanimous,5,false,0,0,0,0,0
3b8b0795__4,3b8b0795,4,2025-04-26,power,0,0,unanimous,5,false,0,0,0,0,0
3b8b0795__5,3b8b0795,5,2025-05-03,power,0,0,unanimous,5,false,0,0,0,0,0
3b8b0795__6,3b8b0795,6,2025-05-08,power,0,0,unanimous,5,false,0,0,0,0,0
3b8b0795__7,3b8b0795,7,2025-05-13,power,0,0,unanimous,5,false,0,0,0,0,0
3cfa2ebf__0,3cfa2ebf,0,2025-01-28,power,0,0,unanimous,5,false,0,0,0,0,0
3cfa2ebf__1,3cfa2ebf,1,2025-02-02,power,0,0,unanimous,5,false,0,0,0,0,0
3cfa2ebf__2,3cfa2ebf,2,2025-02-07,power,0,0,unanimous,5,false,0,0,0,0,0
3cfa2ebf__3,3cfa2ebf,3,2025-02-07,power,0,0,unanimous,5,false,0,0,0,0,0
3cfa2ebf__4,3cfa2ebf,4,2025-02-12,power,0,0,unanimous,5,false,0,0,0,0,0
3cfa2ebf__5,3cfa2ebf,5,2025-02-17,power,0,0,unanimous,5,false,0,0,0,0,0
3cfa2ebf__6,3cfa2ebf,6,2025-02-21,power,0,0,unanimous,5,false,0,0,0,0,0
3cfa2ebf__7,3cfa2ebf,7,2025-02-25,power,0,0,unanimous,5,false,0,0,0,0,0
3cfa2ebf__8,3cfa2ebf,8,2025-02-28,power,0,0,strong,4,false,0,1,0,0,0
3cfa2ebf__9,3cfa2ebf,9,2025-02-28,power,0,0,unanimous,5,false,0,0,0,0,0
3cfa2ebf__10,3cfa2ebf,10,2025-03-02,power,0,0,unanimous,5,false,0,0,0,0,0
3dfb718b__0,3dfb718b,0,2025-12-29,power,0,0,unanimous,5,false,0,0,0,0,0
3dfb718b__1,3dfb718b,1,2025-12-29,power,0,0,unanimous,5,false,0,0,0,0,0
3dfb718b__2,3dfb718b,2,2026-01-02,power,0,0,unanimous,5,false,0,0,0,0,0
3dfb718b__3,3dfb718b,3,2026-01-08,power,0,0,unanimous,5,false,0,0,0,0,0
3dfb718b__4,3dfb718b,4,2026-01-14,power,0,0,unanimous,5,false,0,0,0,0,0
3dfb718b__5,3dfb718b,5,2026-01-18,power,0,0,bare_majority,3,false,0,1,1,0,0
3dfb718b__6,3dfb718b,6,2026-01-19,power,0,0,unanimous,5,false,0,0,0,0,0
3dfb718b__7,3dfb718b,7,2026-01-20,power,0,0,strong,4,false,0,1,0,0,0
3dfb718b__8,3dfb718b,8,2026-01-26,power,0,0,unanimous,5,false,0,0,0,0,0
3dfb718b__9,3dfb718b,9,2026-01-27,power,0,0,unanimous,5,false,0,0,0,0,0
3dfb718b__10,3dfb718b,10,2026-02-03,power,1,1,unanimous,5,false,1,1,1,1,1
3dfe4749__0,3dfe4749,0,2025-12-01,power,0,0,unanimous,5,false,0,0,0,0,0
3dfe4749__1,3dfe4749,1,2025-12-08,power,0,0,unanimous,5,false,0,0,0,0,0
3dfe4749__2,3dfe4749,2,2025-12-16,power,0,0,unanimous,5,false,0,0,0,0,0
3dfe4749__3,3dfe4749,3,2025-12-19,power,0,0,unanimous,5,false,0,0,0,0,0
3dfe4749__4,3dfe4749,4,2025-12-25,power,0,0,unanimous,5,false,0,0,0,0,0
3dfe4749__5,3dfe4749,5,2025-12-31,power,0,0,unanimous,5,false,0,0,0,0,0
3ec38c16__0,3ec38c16,0,2025-12-01,power,-1,0,strong,4,true,0,-1,0,0,0
3ec38c16__1,3ec38c16,1,2025-12-07,power,0,0,unanimous,5,false,0,0,0,0,0
3ec38c16__2,3ec38c16,2,2025-12-11,power,0,0,unanimous,5,false,0,0,0,0,0
3ec38c16__3,3ec38c16,3,2025-12-17,power,0,0,unanimous,5,false,0,0,0,0,0
3ec75d68__0,3ec75d68,0,2025-09-19,power,0,0,unanimous,5,false,0,0,0,0,0
3ec75d68__1,3ec75d68,1,2025-09-21,power,0,0,unanimous,5,false,0,0,0,0,0
3ec75d68__2,3ec75d68,2,2025-09-25,power,-1,0,bare_majority,3,true,0,-1,0,0,-1
3ec75d68__3,3ec75d68,3,2025-09-26,power,0,0,unanimous,5,false,0,0,0,0,0
3ec75d68__4,3ec75d68,4,2025-09-28,power,0,0,unanimous,5,false,0,0,0,0,0
3f984932__0,3f984932,0,2025-04-05,power,0,0,unanimous,5,false,0,0,0,0,0
3f984932__1,3f984932,1,2025-04-12,power,0,0,unanimous,5,false,0,0,0,0,0
3f984932__2,3f984932,2,2025-04-15,power,0,0,unanimous,5,false,0,0,0,0,0
3f984932__3,3f984932,3,2025-04-16,power,0,0,unanimous,5,false,0,0,0,0,0
3f984932__4,3f984932,4,2025-04-18,power,0,0,unanimous,5,false,0,0,0,0,0
3f984932__5,3f984932,5,2025-04-18,power,0,0,unanimous,5,false,0,0,0,0,0
3f984932__6,3f984932,6,2025-04-21,power,0,0,unanimous,5,false,0,0,0,0,0
4236a5ff__0,4236a5ff,0,2025-11-24,power,0,0,unanimous,5,false,0,0,0,0,0
4236a5ff__1,4236a5ff,1,2025-11-28,power,0,0,unanimous,5,false,0,0,0,0,0
42d9f988__0,42d9f988,0,2025-12-11,power,0,0,unanimous,5,false,0,0,0,0,0
42d9f988__1,42d9f988,1,2025-12-17,power,0,0,unanimous,5,false,0,0,0,0,0
42d9f988__2,42d9f988,2,2025-12-17,power,0,0,unanimous,5,false,0,0,0,0,0
42d9f988__3,42d9f988,3,2025-12-24,power,0,0,unanimous,5,false,0,0,0,0,0
42d9f988__4,42d9f988,4,2025-12-28,power,0,0,unanimous,5,false,0,0,0,0,0
42d9f988__5,42d9f988,5,2025-12-28,power,0,0,unanimous,5,false,0,0,0,0,0
42d9f988__6,42d9f988,6,2026-01-02,power,0,0,unanimous,5,false,0,0,0,0,0
42d9f988__7,42d9f988,7,2026-01-07,power,0,0,unanimous,5,false,0,0,0,0,0
42d9f988__8,42d9f988,8,2026-01-09,power,0,0,unanimous,5,false,0,0,0,0,0
42d9f988__9,42d9f988,9,2026-01-12,power,0,0,unanimous,5,false,0,0,0,0,0
42d9f988__10,42d9f988,10,2026-01-17,power,0,0,unanimous,5,false,0,0,0,0,0
43f4507b__0,43f4507b,0,2025-01-02,power,0,0,unanimous,5,false,0,0,0,0,0
43f4507b__1,43f4507b,1,2025-01-03,power,0,0,unanimous,5,false,0,0,0,0,0
43f4507b__2,43f4507b,2,2025-01-07,power,0,0,unanimous,5,false,0,0,0,0,0
43f4507b__3,43f4507b,3,2025-01-09,power,0,0,unanimous,5,false,0,0,0,0,0
43f4507b__4,43f4507b,4,2025-01-15,power,0,0,unanimous,5,false,0,0,0,0,0
43f4507b__5,43f4507b,5,2025-01-22,power,0,0,unanimous,5,false,0,0,0,0,0
43f4507b__6,43f4507b,6,2025-01-27,power,0,0,unanimous,5,false,0,0,0,0,0
4403b4f9__0,4403b4f9,0,2025-01-27,power,1,0,strong,4,true,0,0,0,1,0
4403b4f9__1,4403b4f9,1,2025-01-30,power,0,0,unanimous,5,false,0,0,0,0,0
440e5deb__0,440e5deb,0,2025-12-01,power,0,0,unanimous,5,false,0,0,0,0,0
440e5deb__1,440e5deb,1,2025-12-10,power,0,0,unanimous,5,false,0,0,0,0,0
440e5deb__2,440e5deb,2,2025-12-20,power,0,0,unanimous,5,false,0,0,0,0,0
440e5deb__3,440e5deb,3,2025-12-24,power,0,0,unanimous,5,false,0,0,0,0,0
440e5deb__4,440e5deb,4,2025-12-27,power,0,0,unanimous,5,false,0,0,0,0,0
440e5deb__5,440e5deb,5,2026-01-03,power,0,0,bare_majority,3,false,-1,0,0,-1,0
440e5deb__6,440e5deb,6,2026-01-06,power,0,0,unanimous,5,false,0,0,0,0,0
440e5deb__7,440e5deb,7,2026-01-12,power,0,0,unanimous,5,false,0,0,0,0,0
4a061287__0,4a061287,0,2025-07-11,power,0,0,unanimous,5,false,0,0,0,0,0
4a061287__1,4a061287,1,2025-07-11,power,0,0,unanimous,5,false,0,0,0,0,0
4a061287__2,4a061287,2,2025-07-17,power,0,0,unanimous,5,false,0,0,0,0,0
4a061287__3,4a061287,3,2025-07-22,power,0,0,unanimous,5,false,0,0,0,0,0
4a061287__4,4a061287,4,2025-07-26,power,0,0,unanimous,5,false,0,0,0,0,0
4a061287__5,4a061287,5,2025-08-02,power,0,0,unanimous,5,false,0,0,0,0,0
4a061287__6,4a061287,6,2025-08-09,power,0,0,unanimous,5,false,0,0,0,0,0
4a061287__7,4a061287,7,2025-08-13,power,0,0,unanimous,5,false,0,0,0,0,0
4a061287__8,4a061287,8,2025-08-19,power,0,0,unanimous,5,false,0,0,0,0,0
4a061287__9,4a061287,9,2025-08-24,power,0,0,unanimous,5,false,0,0,0,0,0
4cfc3c8e__0,4cfc3c8e,0,2025-08-31,power,0,0,unanimous,5,false,0,0,0,0,0
4cfc3c8e__1,4cfc3c8e,1,2025-08-31,power,0,0,unanimous,5,false,0,0,0,0,0
4cfc3c8e__2,4cfc3c8e,2,2025-09-04,power,0,0,unanimous,5,false,0,0,0,0,0
4cfc3c8e__3,4cfc3c8e,3,2025-09-09,power,0,0,unanimous,5,false,0,0,0,0,0
4cfc3c8e__4,4cfc3c8e,4,2025-09-12,power,0,0,unanimous,5,false,0,0,0,0,0
4cfc3c8e__5,4cfc3c8e,5,2025-09-16,power,0,0,unanimous,5,false,0,0,0,0,0
4cfc3c8e__6,4cfc3c8e,6,2025-09-21,power,0,0,unanimous,5,false,0,0,0,0,0
4cfc3c8e__7,4cfc3c8e,7,2025-09-25,power,0,0,unanimous,5,false,0,0,0,0,0
4cfc3c8e__8,4cfc3c8e,8,2025-09-30,power,0,0,unanimous,5,false,0,0,0,0,0
4cfc3c8e__9,4cfc3c8e,9,2025-10-07,power,0,0,unanimous,5,false,0,0,0,0,0
4cfc3c8e__10,4cfc3c8e,10,2025-10-12,power,0,0,unanimous,5,false,0,0,0,0,0
4cfc3c8e__11,4cfc3c8e,11,2025-10-19,power,0,0,unanimous,5,false,0,0,0,0,0
54fbe6b5__0,54fbe6b5,0,2025-08-02,power,0,0,unanimous,5,false,0,0,0,0,0
54fbe6b5__1,54fbe6b5,1,2025-08-07,power,0,0,unanimous,5,false,0,0,0,0,0
54fbe6b5__2,54fbe6b5,2,2025-08-07,power,0,0,unanimous,5,false,0,0,0,0,0
54fbe6b5__3,54fbe6b5,3,2025-08-09,power,0,0,unanimous,5,false,0,0,0,0,0
54fbe6b5__4,54fbe6b5,4,2025-08-09,power,0,0,unanimous,5,false,0,0,0,0,0
54fbe6b5__5,54fbe6b5,5,2025-08-12,power,0,0,unanimous,5,false,0,0,0,0,0
54fbe6b5__6,54fbe6b5,6,2025-08-12,power,0,0,unanimous,5,false,0,0,0,0,0
54fbe6b5__7,54fbe6b5,7,2025-08-12,power,0,0,unanimous,5,false,0,0,0,0,0
58d843b6__0,58d843b6,0,2025-05-25,power,1,1,bare_majority,3,false,0,1,1,1,0
58d843b6__1,58d843b6,1,2025-05-31,power,1,1,unanimous,5,false,1,1,1,1,1
58d843b6__2,58d843b6,2,2025-06-06,power,0,0,unanimous,5,false,0,0,0,0,0
58d843b6__3,58d843b6,3,2025-06-07,power,0,0,unanimous,5,false,0,0,0,0,0
58d843b6__4,58d843b6,4,2025-06-10,power,1,1,bare_majority,3,false,0,1,1,1,0
58d843b6__5,58d843b6,5,2025-06-14,power,0,0,unanimous,5,false,0,0,0,0,0
58d843b6__6,58d843b6,6,2025-06-14,power,0,0,unanimous,5,false,0,0,0,0,0
58d843b6__7,58d843b6,7,2025-06-19,power,-1,0,bare_majority,3,true,0,-1,0,-1,0
58d843b6__8,58d843b6,8,2025-06-20,power,0,0,unanimous,5,false,0,0,0,0,0
58d843b6__9,58d843b6,9,2025-06-26,power,0,0,unanimous,5,false,0,0,0,0,0
58d843b6__10,58d843b6,10,2025-06-27,power,0,0,unanimous,5,false,0,0,0,0,0
58d843b6__11,58d843b6,11,2025-07-02,power,-1,0,bare_majority,3,true,0,-1,0,-1,0
5943c186__0,5943c186,0,2025-08-31,power,0,0,unanimous,5,false,0,0,0,0,0
5943c186__1,5943c186,1,2025-09-02,power,0,0,unanimous,5,false,0,0,0,0,0
5943c186__2,5943c186,2,2025-09-03,power,0,0,unanimous,5,false,0,0,0,0,0
5943c186__3,5943c186,3,2025-09-10,power,0,0,unanimous,5,false,0,0,0,0,0
5943c186__4,5943c186,4,2025-09-13,power,0,0,unanimous,5,false,0,0,0,0,0
5943c186__5,5943c186,5,2025-09-15,power,0,0,unanimous,5,false,0,0,0,0,0
5943c186__6,5943c186,6,2025-09-20,power,0,0,unanimous,5,false,0,0,0,0,0
5943c186__7,5943c186,7,2025-09-24,power,0,0,unanimous,5,false,0,0,0,0,0
59bb28b8__0,59bb28b8,0,2025-08-14,power,0,0,unanimous,5,false,0,0,0,0,0
59bb28b8__1,59bb28b8,1,2025-08-14,power,0,0,unanimous,5,false,0,0,0,0,0
59bb28b8__2,59bb28b8,2,2025-08-21,power,0,-1,bare_majority,3,true,-1,-1,0,0,-1
59bb28b8__3,59bb28b8,3,2025-08-21,power,-1,-1,bare_majority,3,false,-1,-1,0,0,-1
59bb28b8__4,59bb28b8,4,2025-08-22,power,0,0,unanimous,5,false,0,0,0,0,0
5a522de7__0,5a522de7,0,2025-06-05,power,0,0,unanimous,5,false,0,0,0,0,0
5a522de7__1,5a522de7,1,2025-06-08,power,0,0,unanimous,5,false,0,0,0,0,0
5a522de7__2,5a522de7,2,2025-06-10,power,0,0,unanimous,5,false,0,0,0,0,0
5a522de7__3,5a522de7,3,2025-06-13,power,0,0,unanimous,5,false,0,0,0,0,0
5a522de7__4,5a522de7,4,2025-06-17,power,0,0,unanimous,5,false,0,0,0,0,0
5a522de7__5,5a522de7,5,2025-06-18,power,0,0,unanimous,5,false,0,0,0,0,0
5a522de7__6,5a522de7,6,2025-06-21,power,0,0,unanimous,5,false,0,0,0,0,0
5a522de7__7,5a522de7,7,2025-06-21,power,0,0,unanimous,5,false,0,0,0,0,0
5a522de7__8,5a522de7,8,2025-06-21,power,0,0,unanimous,5,false,0,0,0,0,0
5a522de7__9,5a522de7,9,2025-06-25,power,0,0,unanimous,5,false,0,0,0,0,0
5a522de7__10,5a522de7,10,2025-06-28,power,0,0,unanimous,5,false,0,0,0,0,0
5a522de7__11,5a522de7,11,2025-06-28,power,0,0,unanimous,5,false,0,0,0,0,0
5adacfb2__0,5adacfb2,0,2025-01-04,power,1,1,unanimous,5,false,1,1,1,1,1
5adacfb2__1,5adacfb2,1,2025-01-07,power,1,1,unanimous,5,false,1,1,1,1,1
5adacfb2__2,5adacfb2,2,2025-01-13,power,1,1,unanimous,5,false,1,1,1,1,1
5adacfb2__3,5adacfb2,3,2025-01-17,power,1,1,unanimous,5,false,1,1,1,1,1
5adacfb2__4,5adacfb2,4,2025-01-17,power,-1,1,strong,4,true,1,1,-1,1,1
5adacfb2__5,5adacfb2,5,2025-01-20,power,-1,1,unanimous,5,true,1,1,1,1,1
5adacfb2__6,5adacfb2,6,2025-01-23,power,1,1,unanimous,5,false,1,1,1,1,1
5adacfb2__7,5adacfb2,7,2025-01-25,power,-1,0,strong,4,true,1,0,0,0,0
5adacfb2__8,5adacfb2,8,2025-01-25,power,1,1,strong,4,false,1,1,-1,1,1
5adacfb2__9,5adacfb2,9,2025-01-31,power,-1,0,bare_majority,3,true,0,0,-1,-1,0
5b45e4a8__0,5b45e4a8,0,2025-11-01,power,0,0,unanimous,5,false,0,0,0,0,0
5b45e4a8__1,5b45e4a8,1,2025-11-08,power,0,0,unanimous,5,false,0,0,0,0,0
5b45e4a8__2,5b45e4a8,2,2025-11-13,power,0,0,unanimous,5,false,0,0,0,0,0
5b45e4a8__3,5b45e4a8,3,2025-11-20,power,0,0,unanimous,5,false,0,0,0,0,0
5b45e4a8__4,5b45e4a8,4,2025-11-21,power,0,0,unanimous,5,false,0,0,0,0,0
5b45e4a8__5,5b45e4a8,5,2025-11-24,power,0,0,unanimous,5,false,0,0,0,0,0
5b45e4a8__6,5b45e4a8,6,2025-11-29,power,0,0,unanimous,5,false,0,0,0,0,0
5b45e4a8__7,5b45e4a8,7,2025-12-03,power,0,0,unanimous,5,false,0,0,0,0,0
5b836f2b__0,5b836f2b,0,2025-07-03,power,0,0,unanimous,5,false,0,0,0,0,0
5b836f2b__1,5b836f2b,1,2025-07-04,power,0,0,unanimous,5,false,0,0,0,0,0
5b836f2b__2,5b836f2b,2,2025-07-10,power,0,0,unanimous,5,false,0,0,0,0,0
5b836f2b__3,5b836f2b,3,2025-07-14,power,0,0,unanimous,5,false,0,0,0,0,0
5b836f2b__4,5b836f2b,4,2025-07-14,power,0,0,unanimous,5,false,0,0,0,0,0
5b836f2b__5,5b836f2b,5,2025-07-18,power,0,0,unanimous,5,false,0,0,0,0,0
5b836f2b__6,5b836f2b,6,2025-07-21,power,0,0,unanimous,5,false,0,0,0,0,0
5b836f2b__7,5b836f2b,7,2025-07-23,power,0,0,unanimous,5,false,0,0,0,0,0
5b836f2b__8,5b836f2b,8,2025-07-30,power,0,0,unanimous,5,false,0,0,0,0,0
5c8ad0db__0,5c8ad0db,0,2025-05-13,power,0,0,unanimous,5,false,0,0,0,0,0
5c8ad0db__1,5c8ad0db,1,2025-05-19,power,1,1,unanimous,5,false,1,1,1,1,1
5c8ad0db__2,5c8ad0db,2,2025-05-19,power,-1,-1,unanimous,5,false,-1,-1,-1,-1,-1
5c8ad0db__3,5c8ad0db,3,2025-05-26,power,-1,-1,unanimous,5,false,-1,-1,-1,-1,-1
5c8ad0db__4,5c8ad0db,4,2025-06-01,power,-1,-1,strong,4,false,-1,-1,-1,-1,1
5c8ad0db__5,5c8ad0db,5,2025-06-07,power,-1,1,strong,4,true,1,-1,1,1,1
5d145c6f__0,5d145c6f,0,2025-09-13,power,1,1,unanimous,5,false,1,1,1,1,1
5d145c6f__1,5d145c6f,1,2025-09-14,power,0,0,unanimous,5,false,0,0,0,0,0
5d145c6f__2,5d145c6f,2,2025-09-19,power,1,1,unanimous,5,false,1,1,1,1,1
5e3e1706__0,5e3e1706,0,2025-10-26,power,0,0,unanimous,5,false,0,0,0,0,0
5e3e1706__1,5e3e1706,1,2025-10-29,power,0,0,unanimous,5,false,0,0,0,0,0
5e3e1706__2,5e3e1706,2,2025-11-04,power,-1,0,unanimous,5,true,0,0,0,0,0
5e3e1706__3,5e3e1706,3,2025-11-06,power,0,0,unanimous,5,false,0,0,0,0,0
5e3e1706__4,5e3e1706,4,2025-11-12,power,0,0,unanimous,5,false,0,0,0,0,0
5e3e1706__5,5e3e1706,5,2025-11-13,power,0,0,unanimous,5,false,0,0,0,0,0
5e3e1706__6,5e3e1706,6,2025-11-19,power,0,0,unanimous,5,false,0,0,0,0,0
5fa8b540__0,5fa8b540,0,2025-02-12,power,0,0,unanimous,5,false,0,0,0,0,0
5fa8b540__1,5fa8b540,1,2025-02-16,power,0,0,unanimous,5,false,0,0,0,0,0
5fa8b540__2,5fa8b540,2,2025-02-23,power,0,0,unanimous,5,false,0,0,0,0,0
5fa8b540__3,5fa8b540,3,2025-03-02,power,0,0,unanimous,5,false,0,0,0,0,0
5fa8b540__4,5fa8b540,4,2025-03-07,power,0,0,unanimous,5,false,0,0,0,0,0
5fa8b540__5,5fa8b540,5,2025-03-08,power,0,0,unanimous,5,false,0,0,0,0,0
5fa8b540__6,5fa8b540,6,2025-03-09,power,0,0,unanimous,5,false,0,0,0,0,0
5fa8b540__7,5fa8b540,7,2025-03-16,power,0,0,unanimous,5,false,0,0,0,0,0
5fcf93f5__0,5fcf93f5,0,2025-01-20,power,0,0,unanimous,5,false,0,0,0,0,0
5fcf93f5__1,5fcf93f5,1,2025-01-23,power,0,0,unanimous,5,false,0,0,0,0,0
5fcf93f5__2,5fcf93f5,2,2025-01-30,power,0,0,unanimous,5,false,0,0,0,0,0
606f182e__0,606f182e,0,2025-08-09,power,1,1,unanimous,5,false,1,1,1,1,1
606f182e__1,606f182e,1,2025-08-10,power,1,1,unanimous,5,false,1,1,1,1,1
606f182e__2,606f182e,2,2025-08-14,power,1,1,unanimous,5,false,1,1,1,1,1
606f182e__3,606f182e,3,2025-08-21,power,1,1,unanimous,5,false,1,1,1,1,1
606f182e__4,606f182e,4,2025-08-25,power,1,1,unanimous,5,false,1,1,1,1,1
606f182e__5,606f182e,5,2025-08-25,power,0,0,unanimous,5,false,0,0,0,0,0
606f182e__6,606f182e,6,2025-08-30,power,1,1,strong,4,false,1,1,1,0,1
611c5ef3__0,611c5ef3,0,2025-05-28,power,1,1,unanimous,5,false,1,1,1,1,1
611c5ef3__1,611c5ef3,1,2025-06-01,power,0,0,unanimous,5,false,0,0,0,0,0
611c5ef3__2,611c5ef3,2,2025-06-07,power,1,1,unanimous,5,false,1,1,1,1,1
611c5ef3__3,611c5ef3,3,2025-06-09,power,1,1,unanimous,5,false,1,1,1,1,1
611c5ef3__4,611c5ef3,4,2025-06-14,power,1,1,unanimous,5,false,1,1,1,1,1
611c5ef3__5,611c5ef3,5,2025-06-19,power,0,0,bare_majority,3,false,1,0,1,0,0
611c5ef3__6,611c5ef3,6,2025-06-22,power,-1,1,bare_majority,3,true,1,-1,1,1,0
